alpha,baseline_metric,metric,other_country,ref_country,t
0.5870826062054239,1131446.5844105983,1130703.3439140224,Country: BGR,Country: CAN,0.8888888888888888
0.5870826062054239,1131446.5844105983,1130597.3573092944,Country: BGR,Country: CAN,1.0
0.30212280625943655,1131446.5844105983,1131446.5844105983,Country: BRA,Country: CAN,0.0
0.30212280625943655,1131446.5844105983,1131069.0412306648,Country: BRA,Country: CAN,0.1111111111111111
0.30212280625943655,1131446.5844105983,1130696.3549014635,Country: BRA,Country: CAN,0.2222222222222222
0.30212280625943655,1131446.5844105983,1130327.6068451114,Country: BRA,Country: CAN,0.3333333333333333
0.30212280625943655,1131446.5844105983,1129961.9154155725,Country: BRA,Country: CAN,0.4444444444444444
0.30212280625943655,1131446.5844105983,1129598.4272286496,Country: BRA,Country: CAN,0.5555555555555556
0.30212280625943655,1131446.5844105983,1129236.3090538953,Country: BRA,Country: CAN,0.6666666666666666
0.30212280625943655,1131446.5844105983,1128874.7401007859,Country: BRA,Country: CAN,0.7777777777777777
0.30212280625943655,1131446.5844105983,1128512.904546251,Country: BRA,Country: CAN,0.8888888888888888
0.30212280625943655,1131446.5844105983,1128149.9841574891,Country: BRA,Country: CAN,1.0
0.5632306177947243,1131446.5844105983,1131446.5844105983,Country: CHN,Country: CAN,0.0
0.5632306177947243,1131446.5844105983,1129486.7149622291,Country: CHN,Country: CAN,0.1111111111111111
0.5632306177947243,1131446.5844105983,1127569.9808737147,Country: CHN,Country: CAN,0.2222222222222222
0.5632306177947243,1131446.5844105983,1125680.3526916888,Country: CHN,Country: CAN,0.3333333333333333
0.5632306177947243,1131446.5844105983,1123802.6742929874,Country: CHN,Country: CAN,0.4444444444444444
0.5632306177947243,1131446.5844105983,1121922.1686269566,Country: CHN,Country: CAN,0.5555555555555556
0.5632306177947243,1131446.5844105983,1120023.9692840623,Country: CHN,Country: CAN,0.6666666666666666
0.5632306177947243,1131446.5844105983,1118092.6460071462,Country: CHN,Country: CAN,0.7777777777777777
0.5632306177947243,1131446.5844105983,1116111.691549887,Country: CHN,Country: CAN,0.8888888888888888
0.5632306177947243,1131446.5844105983,1114062.9326733174,Country: CHN,Country: CAN,1.0
0.3638885007061611,1131446.5844105983,1131446.5844105983,Country: CYP,Country: CAN,0.0
0.3638885007061611,1131446.5844105983,1134440.784881399,Country: CYP,Country: CAN,0.1111111111111111
0.3638885007061611,1131446.5844105983,1137415.5884923283,Country: CYP,Country: CAN,0.2222222222222222
0.3638885007061611,1131446.5844105983,1140380.8414533548,Country: CYP,Country: CAN,0.3333333333333333
0.3638885007061611,1131446.5844105983,1143346.2643291778,Country: CYP,Country: CAN,0.4444444444444444
0.3638885007061611,1131446.5844105983,1146321.5799141661,Country: CYP,Country: CAN,0.5555555555555556
0.3638885007061611,1131446.5844105983,1149316.6411712922,Country: CYP,Country: CAN,0.6666666666666666
0.3638885007061611,1131446.5844105983,1152341.5628269047,Country: CYP,Country: CAN,0.7777777777777777
0.3638885007061611,1131446.5844105983,1155406.8603942744,Country: CYP,Country: CAN,0.8888888888888888
0.3638885007061611,1131446.5844105983,1158523.600762243,Country: CYP,Country: CAN,1.0
0.4398548927940357,1131446.5844105983,1131446.5844105983,Country: CZE,Country: CAN,0.0
0.4398548927940357,1131446.5844105983,1131393.0557193246,Country: CZE,Country: CAN,0.1111111111111111
0.4398548927940357,1131446.5844105983,1131341.9442116676,Country: CZE,Country: CAN,0.2222222222222222
0.4398548927940357,1131446.5844105983,1131292.8606572344,Country: CZE,Country: CAN,0.3333333333333333
0.4398548927940357,1131446.5844105983,1131245.4648760955,Country: CZE,Country: CAN,0.4444444444444444
0.4398548927940357,1131446.5844105983,1131199.4553820034,Country: CZE,Country: CAN,0.5555555555555556
0.4398548927940357,1131446.5844105983,1131154.5610247366,Country: CZE,Country: CAN,0.6666666666666666
0.4398548927940357,1131446.5844105983,1131110.534111258,Country: CZE,Country: CAN,0.7777777777777777
0.4398548927940357,1131446.5844105983,1131067.1446120276,Country: CZE,Country: CAN,0.8888888888888888
0.4398548927940357,1131446.5844105983,1131024.1751524345,Country: CZE,Country: CAN,1.0
0.4003802351416816,1131446.5844105983,1131446.5844105985,Country: DEU,Country: CAN,0.0
0.4003802351416816,1131446.5844105983,1132480.8029652557,Country: DEU,Country: CAN,0.1111111111111111
0.4003802351416816,1131446.5844105983,1133491.8201800007,Country: DEU,Country: CAN,0.2222222222222222
0.4003802351416816,1131446.5844105983,1134484.290322516,Country: DEU,Country: CAN,0.3333333333333333
0.4003802351416816,1131446.5844105983,1135462.5534921724,Country: DEU,Country: CAN,0.4444444444444444
0.4003802351416816,1131446.5844105983,1136430.7149433997,Country: DEU,Country: CAN,0.5555555555555556
0.4003802351416816,1131446.5844105983,1137392.7160108602,Country: DEU,Country: CAN,0.6666666666666666
0.4003802351416816,1131446.5844105983,1138352.3993140387,Country: DEU,Country: CAN,0.7777777777777777
0.4003802351416816,1131446.5844105983,1139313.5705783574,Country: DEU,Country: CAN,0.8888888888888888
0.4003802351416816,1131446.5844105983,1140280.059199116,Country: DEU,Country: CAN,1.0
0.5757521526054462,1131446.5844105983,1131446.5844105983,Country: DNK,Country: CAN,0.0
0.5757521526054462,1131446.5844105983,1138228.3246779742,Country: DNK,Country: CAN,0.1111111111111111
0.5757521526054462,1131446.5844105983,1144989.587840263,Country: DNK,Country: CAN,0.2222222222222222
0.5757521526054462,1131446.5844105983,1151785.9346869146,Country: DNK,Country: CAN,0.3333333333333333
0.5757521526054462,1131446.5844105983,1158674.0877840912,Country: DNK,Country: CAN,0.4444444444444444
0.5757521526054462,1131446.5844105983,1165713.8528438665,Country: DNK,Country: CAN,0.5555555555555556
0.5757521526054462,1131446.5844105983,1172970.2635639247,Country: DNK,Country: CAN,0.6666666666666666
0.5757521526054462,1131446.5844105983,1180516.1191429666,Country: DNK,Country: CAN,0.7777777777777777
0.5757521526054462,1131446.5844105983,1188435.1357521252,Country: DNK,Country: CAN,0.8888888888888888
0.5757521526054462,1131446.5844105983,1196826.0199654792,Country: DNK,Country: CAN,1.0
0.5185224740538491,1131446.5844105983,1131446.5844105983,Country: ESP,Country: CAN,0.0
0.5185224740538491,1131446.5844105983,1132239.739139881,Country: ESP,Country: CAN,0.1111111111111111
0.5185224740538491,1131446.5844105983,1133008.3203569506,Country: ESP,Country: CAN,0.2222222222222222
0.5185224740538491,1131446.5844105983,1133758.350458196,Country: ESP,Country: CAN,0.3333333333333333
0.5185224740538491,1131446.5844105983,1134495.3218948964,Country: ESP,Country: CAN,0.4444444444444444
0.5185224740538491,1131446.5844105983,1135224.3655617386,Country: ESP,Country: CAN,0.5555555555555556
0.5185224740538491,1131446.5844105983,1135950.3974833798,Country: ESP,Country: CAN,0.6666666666666666
0.5185224740538491,1131446.5844105983,1136678.2529736583,Country: ESP,Country: CAN,0.7777777777777777
0.5185224740538491,1131446.5844105983,1137412.816155111,Country: ESP,Country: CAN,0.8888888888888888
0.5185224740538491,1131446.5844105983,1138159.1522805893,Country: ESP,Country: CAN,1.0
0.4103805682845223,1131446.5844105983,1131446.5844105983,Country: EST,Country: CAN,0.0
0.4103805682845223,1131446.5844105983,1133066.886383508,Country: EST,Country: CAN,0.1111111111111111
0.4103805682845223,1131446.5844105983,1134650.360456202,Country: EST,Country: CAN,0.2222222222222222
0.4103805682845223,1131446.5844105983,1136204.634237399,Country: EST,Country: CAN,0.3333333333333333
0.4103805682845223,1131446.5844105983,1137736.816788501,Country: EST,Country: CAN,0.4444444444444444
0.4103805682845223,1131446.5844105983,1139253.6343417128,Country: EST,Country: CAN,0.5555555555555556
0.4103805682845223,1131446.5844105983,1140761.5516742659,Country: EST,Country: CAN,0.6666666666666666
0.4103805682845223,1131446.5844105983,1142266.8839194437,Country: EST,Country: CAN,0.7777777777777777
0.4103805682845223,1131446.5844105983,1143775.9029946951,Country: EST,Country: CAN,0.8888888888888888
0.4103805682845223,1131446.5844105983,1145294.942485536,Country: EST,Country: CAN,1.0
0.5249772803778422,1131446.5844105983,1131446.5844105983,Country: FIN,Country: CAN,0.0
0.5249772803778422,1131446.5844105983,1135712.1844363452,Country: FIN,Country: CAN,0.1111111111111111
0.5249772803778422,1131446.5844105983,1139912.9181391553,Country: FIN,Country: CAN,0.2222222222222222
0.5249772803778422,1131446.5844105983,1144078.3538335462,Country: FIN,Country: CAN,0.3333333333333333
0.5249772803778422,1131446.5844105983,1148237.0842327024,Country: FIN,Country: CAN,0.4444444444444444
0.5249772803778422,1131446.5844105983,1152417.5181253585,Country: FIN,Country: CAN,0.5555555555555556
0.5249772803778422,1131446.5844105983,1156648.6612438136,Country: FIN,Country: CAN,0.6666666666666666
0.5249772803778422,1131446.5844105983,1160960.9323380801,Country: FIN,Country: CAN,0.7777777777777777
0.5249772803778422,1131446.5844105983,1165387.0640724394,Country: FIN,Country: CAN,0.8888888888888888
0.5249772803778422,1131446.5844105983,1169963.1472485715,Country: FIN,Country: CAN,1.0
0.38830572757523824,1131446.5844105983,1131446.5844105983,Country: FRA,Country: CAN,0.0
0.38830572757523824,1131446.5844105983,1133724.8372369467,Country: FRA,Country: CAN,0.1111111111111111
0.38830572757523824,1131446.5844105983,1135954.9782922918,Country: FRA,Country: CAN,0.2222222222222222
0.38830572757523824,1131446.5844105983,1138146.5847571928,Country: FRA,Country: CAN,0.3333333333333333
0.38830572757523824,1131446.5844105983,1140308.6221956504,Country: FRA,Country: CAN,0.4444444444444444
0.38830572757523824,1131446.5844105983,1142449.5975332202,Country: FRA,Country: CAN,0.5555555555555556
0.38830572757523824,1131446.5844105983,1144577.696660773,Country: FRA,Country: CAN,0.6666666666666666
0.38830572757523824,1131446.5844105983,1146700.9115222439,Country: FRA,Country: CAN,0.7777777777777777
0.38830572757523824,1131446.5844105983,1148827.1609527192,Country: FRA,Country: CAN,0.8888888888888888
0.38830572757523824,1131446.5844105983,1150964.4091799618,Country: FRA,Country: CAN,1.0
0.44846873243202345,1131446.5844105983,1131446.5844105983,Country: GBR,Country: CAN,0.0
0.44846873243202345,1131446.5844105983,1135431.2390137212,Country: GBR,Country: CAN,0.1111111111111111
0.44846873243202345,1131446.5844105983,1139321.4699024488,Country: GBR,Country: CAN,0.2222222222222222
0.44846873243202345,1131446.5844105983,1143139.3161152266,Country: GBR,Country: CAN,0.3333333333333333
0.44846873243202345,1131446.5844105983,1146905.2935351308,Country: GBR,Country: CAN,0.4444444444444444
0.44846873243202345,1131446.5844105983,1150638.8526858264,Country: GBR,Country: CAN,0.5555555555555556
0.44846873243202345,1131446.5844105983,1154358.7892935518,Country: GBR,Country: CAN,0.6666666666666666
0.44846873243202345,1131446.5844105983,1158083.6264697344,Country: GBR,Country: CAN,0.7777777777777777
0.44846873243202345,1131446.5844105983,1161831.9852229792,Country: GBR,Country: CAN,0.8888888888888888
0.44846873243202345,1131446.5844105983,1165622.9591528235,Country: GBR,Country: CAN,1.0
0.4240719962999403,1131446.5844105983,1131446.5844105983,Country: GRC,Country: CAN,0.0
0.4240719962999403,1131446.5844105983,1132407.2322063295,Country: GRC,Country: CAN,0.1111111111111111
0.4240719962999403,1131446.5844105983,1133346.8544384195,Country: GRC,Country: CAN,0.2222222222222222
0.4240719962999403,1131446.5844105983,1134270.1865106293,Country: GRC,Country: CAN,0.3333333333333333
0.4240719962999403,1131446.5844105983,1135181.6579799773,Country: GRC,Country: CAN,0.4444444444444444
0.4240719962999403,1131446.5844105983,1136085.4807114953,Country: GRC,Country: CAN,0.5555555555555556
0.4240719962999403,1131446.5844105983,1136985.7284116966,Country: GRC,Country: CAN,0.6666666666666666
0.4240719962999403,1131446.5844105983,1137886.4108125682,Country: GRC,Country: CAN,0.7777777777777777
0.4240719962999403,1131446.5844105983,1138791.5454037632,Country: GRC,Country: CAN,0.8888888888888888
0.4240719962999403,1131446.5844105983,1139705.2294641193,Country: GRC,Country: CAN,1.0
0.3658075459937115,1131446.5844105983,1131446.5844105983,Country: HUN,Country: CAN,0.0
0.3658075459937115,1131446.5844105983,1129577.5711532352,Country: HUN,Country: CAN,0.1111111111111111
0.3658075459937115,1131446.5844105983,1127766.252298604,Country: HUN,Country: CAN,0.2222222222222222
0.3658075459937115,1131446.5844105983,1126004.266915852,Country: HUN,Country: CAN,0.3333333333333333
0.3658075459937115,1131446.5844105983,1124284.0222254237,Country: HUN,Country: CAN,0.4444444444444444
0.3658075459937115,1131446.5844105983,1122598.5516552206,Country: HUN,Country: CAN,0.5555555555555556
0.3658075459937115,1131446.5844105983,1120941.393729827,Country: HUN,Country: CAN,0.6666666666666666
0.3658075459937115,1131446.5844105983,1119306.4870770713,Country: HUN,Country: CAN,0.7777777777777777
0.3658075459937115,1131446.5844105983,1117688.0777563744,Country: HUN,Country: CAN,0.8888888888888888
0.3658075459937115,1131446.5844105983,1116080.6357745463,Country: HUN,Country: CAN,1.0
0.8609462507390322,1131446.5844105983,1131446.5844105983,Country: IDN,Country: CAN,0.0
0.8609462507390322,1131446.5844105983,1121121.3223709736,Country: IDN,Country: CAN,0.1111111111111111
0.8609462507390322,1131446.5844105983,1111403.7305302618,Country: IDN,Country: CAN,0.2222222222222222
0.8609462507390322,1131446.5844105983,1102076.3739956794,Country: IDN,Country: CAN,0.3333333333333333
0.8609462507390322,1131446.5844105983,1092953.0193789476,Country: IDN,Country: CAN,0.4444444444444444
0.8609462507390322,1131446.5844105983,1083862.9820941975,Country: IDN,Country: CAN,0.5555555555555556
0.8609462507390322,1131446.5844105983,1074638.06730919,Country: IDN,Country: CAN,0.6666666666666666
0.8609462507390322,1131446.5844105983,1065099.9149905855,Country: IDN,Country: CAN,0.7777777777777777
0.8609462507390322,1131446.5844105983,1055045.6754985468,Country: IDN,Country: CAN,0.8888888888888888
0.8609462507390322,1131446.5844105983,1044229.4553829877,Country: IDN,Country: CAN,1.0
0.8361888074138499,1131446.5844105983,1131446.5844105983,Country: IND,Country: CAN,0.0
0.8361888074138499,1131446.5844105983,1127658.909180311,Country: IND,Country: CAN,0.1111111111111111
0.8361888074138499,1131446.5844105983,1124072.4163902758,Country: IND,Country: CAN,0.2222222222222222
0.8361888074138499,1131446.5844105983,1120613.4874517485,Country: IND,Country: CAN,0.3333333333333333
0.8361888074138499,1131446.5844105983,1117218.004086124,Country: IND,Country: CAN,0.4444444444444444
0.8361888074138499,1131446.5844105983,1113826.3807942118,Country: IND,Country: CAN,0.5555555555555556
0.8361888074138499,1131446.5844105983,1110379.3037354364,Country: IND,Country: CAN,0.6666666666666666
0.8361888074138499,1131446.5844105983,1106813.5110692168,Country: IND,Country: CAN,0.7777777777777777
0.8361888074138499,1131446.5844105983,1103056.9609846815,Country: IND,Country: CAN,0.8888888888888888
0.8361888074138499,1131446.5844105983,1099022.5651529396,Country: IND,Country: CAN,1.0
0.5263222885045591,1131446.5844105983,1131446.5844105985,Country: IRL,Country: CAN,0.0
0.5263222885045591,1131446.5844105983,1134199.968008487,Country: IRL,Country: CAN,0.1111111111111111
0.5263222885045591,1131446.5844105983,1136890.8318940385,Country: IRL,Country: CAN,0.2222222222222222
0.5263222885045591,1131446.5844105983,1139539.1721425601,Country: IRL,Country: CAN,0.3333333333333333
0.5263222885045591,1131446.5844105983,1142163.779822985,Country: IRL,Country: CAN,0.4444444444444444
0.5263222885045591,1131446.5844105983,1144782.785984966,Country: IRL,Country: CAN,0.5555555555555556
0.5263222885045591,1131446.5844105983,1147414.1672019653,Country: IRL,Country: CAN,0.6666666666666666
0.5263222885045591,1131446.5844105983,1150076.2419876703,Country: IRL,Country: CAN,0.7777777777777777
0.5263222885045591,1131446.5844105983,1152788.187467862,Country: IRL,Country: CAN,0.8888888888888888
0.5263222885045591,1131446.5844105983,1155570.6077744113,Country: IRL,Country: CAN,1.0
0.3961750738372914,1131446.5844105983,1131446.5844105983,Country: ITA,Country: CAN,0.0
0.3961750738372914,1131446.5844105983,1132485.6303051847,Country: ITA,Country: CAN,0.1111111111111111
0.3961750738372914,1131446.5844105983,1133488.0200826032,Country: ITA,Country: CAN,0.2222222222222222
0.3961750738372914,1131446.5844105983,1134459.3565893585,Country: ITA,Country: CAN,0.3333333333333333
0.3961750738372914,1131446.5844105983,1135404.6660902842,Country: ITA,Country: CAN,0.4444444444444444
0.3961750738372914,1131446.5844105983,1136328.5115269138,Country: ITA,Country: CAN,0.5555555555555556
0.3961750738372914,1131446.5844105983,1137235.0874166284,Country: ITA,Country: CAN,0.6666666666666666
0.3961750738372914,1131446.5844105983,1138128.3008201956,Country: ITA,Country: CAN,0.7777777777777777
0.3961750738372914,1131446.5844105983,1139011.8418625747,Country: ITA,Country: CAN,0.8888888888888888
0.3961750738372914,1131446.5844105983,1139889.246626897,Country: ITA,Country: CAN,1.0
0.3605845842225518,1131446.5844105983,1131446.5844105983,Country: JPN,Country: CAN,0.0
0.3605845842225518,1131446.5844105983,1136978.0649907186,Country: JPN,Country: CAN,0.1111111111111111
0.3605845842225518,1131446.5844105983,1142559.0457417856,Country: JPN,Country: CAN,0.2222222222222222
0.3605845842225518,1131446.5844105983,1148208.4025726193,Country: JPN,Country: CAN,0.3333333333333333
0.3605845842225518,1131446.5844105983,1153945.92316409,Country: JPN,Country: CAN,0.4444444444444444
0.3605845842225518,1131446.5844105983,1159792.5952273505,Country: JPN,Country: CAN,0.5555555555555556
0.3605845842225518,1131446.5844105983,1165770.9302506372,Country: JPN,Country: CAN,0.6666666666666666
0.3605845842225518,1131446.5844105983,1171905.333829172,Country: JPN,Country: CAN,0.7777777777777777
0.3605845842225518,1131446.5844105983,1178222.5361882118,Country: JPN,Country: CAN,0.8888888888888888
0.3605845842225518,1131446.5844105983,1184752.0999162232,Country: JPN,Country: CAN,1.0
0.40251960565732586,1131446.5844105983,1131446.5844105983,Country: KOR,Country: CAN,0.0
0.40251960565732586,1131446.5844105983,1133175.3057071262,Country: KOR,Country: CAN,0.1111111111111111
0.40251960565732586,1131446.5844105983,1134873.7330402033,Country: KOR,Country: CAN,0.2222222222222222
0.40251960565732586,1131446.5844105983,1136549.2963087107,Country: KOR,Country: CAN,0.3333333333333333
0.40251960565732586,1131446.5844105983,1138209.0452252335,Country: KOR,Country: CAN,0.4444444444444444
0.40251960565732586,1131446.5844105983,1139859.7710293243,Country: KOR,Country: CAN,0.5555555555555556
0.40251960565732586,1131446.5844105983,1141508.1191311835,Country: KOR,Country: CAN,0.6666666666666666
0.40251960565732586,1131446.5844105983,1143160.696712259,Country: KOR,Country: CAN,0.7777777777777777
0.40251960565732586,1131446.5844105983,1144824.1790129158,Country: KOR,Country: CAN,0.8888888888888888
0.40251960565732586,1131446.5844105983,1146505.417961197,Country: KOR,Country: CAN,1.0
0.612885543191824,1131446.5844105983,1131446.5844105983,Country: LTU,Country: CAN,0.0
0.612885543191824,1131446.5844105983,1126701.895765622,Country: LTU,Country: CAN,0.1111111111111111
0.612885543191824,1131446.5844105983,1122171.5963483336,Country: LTU,Country: CAN,0.2222222222222222
0.612885543191824,1131446.5844105983,1117801.9050860603,Country: LTU,Country: CAN,0.3333333333333333
0.612885543191824,1131446.5844105983,1113545.7020331705,Country: LTU,Country: CAN,0.4444444444444444
0.612885543191824,1131446.5844105983,1109360.3613467172,Country: LTU,Country: CAN,0.5555555555555556
0.612885543191824,1131446.5844105983,1105205.9740368444,Country: LTU,Country: CAN,0.6666666666666666
0.612885543191824,1131446.5844105983,1101043.796333254,Country: LTU,Country: CAN,0.7777777777777777
0.612885543191824,1131446.5844105983,1096834.7924342416,Country: LTU,Country: CAN,0.8888888888888888
0.612885543191824,1131446.5844105983,1092538.153735534,Country: LTU,Country: CAN,1.0
0.4062102083017013,1131446.5844105983,1131446.5844105983,Country: LUX,Country: CAN,0.0
0.4062102083017013,1131446.5844105983,1135756.290855861,Country: LUX,Country: CAN,0.1111111111111111
0.4062102083017013,1131446.5844105983,1140003.381077306,Country: LUX,Country: CAN,0.2222222222222222
0.4062102083017013,1131446.5844105983,1144206.1981205717,Country: LUX,Country: CAN,0.3333333333333333
0.4062102083017013,1131446.5844105983,1148382.3455898818,Country: LUX,Country: CAN,0.4444444444444444
0.4062102083017013,1131446.5844105983,1152548.9872562978,Country: LUX,Country: CAN,0.5555555555555556
0.4062102083017013,1131446.5844105983,1156723.1311388132,Country: LUX,Country: CAN,0.6666666666666666
0.4062102083017013,1131446.5844105983,1160921.908135966,Country: LUX,Country: CAN,0.7777777777777777
0.4062102083017013,1131446.5844105983,1165162.8549527228,Country: LUX,Country: CAN,0.8888888888888888
0.4062102083017013,1131446.5844105983,1169464.2113359403,Country: LUX,Country: CAN,1.0
0.4023520135927953,1131446.5844105983,1131446.5844105983,Country: LVA,Country: CAN,0.0
0.4023520135927953,1131446.5844105983,1135503.6369458975,Country: LVA,Country: CAN,0.1111111111111111
0.4023520135927953,1131446.5844105983,1139490.8104822477,Country: LVA,Country: CAN,0.2222222222222222
0.4023520135927953,1131446.5844105983,1143425.478036114,Country: LVA,Country: CAN,0.3333333333333333
0.4023520135927953,1131446.5844105983,1147324.1415184378,Country: LVA,Country: CAN,0.4444444444444444
0.4023520135927953,1131446.5844105983,1151202.715460269,Country: LVA,Country: CAN,0.5555555555555556
0.4023520135927953,1131446.5844105983,1155076.7901629542,Country: LVA,Country: CAN,0.6666666666666666
0.4023520135927953,1131446.5844105983,1158961.8836599514,Country: LVA,Country: CAN,0.7777777777777777
0.4023520135927953,1131446.5844105983,1162873.6911968912,Country: LVA,Country: CAN,0.8888888888888888
0.4023520135927953,1131446.5844105983,1166828.3408022833,Country: LVA,Country: CAN,1.0
0.6127107706423991,1131446.5844105983,1131446.5844105983,Country: MEX,Country: CAN,0.0
0.6127107706423991,1131446.5844105983,1130872.6876263854,Country: MEX,Country: CAN,0.1111111111111111
0.6127107706423991,1131446.5844105983,1130326.3678581838,Country: MEX,Country: CAN,0.2222222222222222
0.6127107706423991,1131446.5844105983,1129800.9351590143,Country: MEX,Country: CAN,0.3333333333333333
0.6127107706423991,1131446.5844105983,1129290.579320277,Country: MEX,Country: CAN,0.4444444444444444
0.6127107706423991,1131446.5844105983,1128790.0940274294,Country: MEX,Country: CAN,0.5555555555555556
0.6127107706423991,1131446.5844105983,1128294.6542027441,Country: MEX,Country: CAN,0.6666666666666666
0.6127107706423991,1131446.5844105983,1127799.6253284118,Country: MEX,Country: CAN,0.7777777777777777
0.6127107706423991,1131446.5844105983,1127300.3882790317,Country: MEX,Country: CAN,0.8888888888888888
0.6127107706423991,1131446.5844105983,1126792.1653924887,Country: MEX,Country: CAN,1.0
0.6088760857498441,1131446.5844105983,1131446.5844105985,Country: MLT,Country: CAN,0.0
0.6088760857498441,1131446.5844105983,1128750.5945378446,Country: MLT,Country: CAN,0.1111111111111111
0.6088760857498441,1131446.5844105983,1126157.7119982718,Country: MLT,Country: CAN,0.2222222222222222
0.6088760857498441,1131446.5844105983,1123639.5489807087,Country: MLT,Country: CAN,0.3333333333333333
0.6088760857498441,1131446.5844105983,1121170.6768921074,Country: MLT,Country: CAN,0.4444444444444444
0.6088760857498441,1131446.5844105983,1118727.5490661387,Country: MLT,Country: CAN,0.5555555555555556
0.6088760857498441,1131446.5844105983,1116287.5795767244,Country: MLT,Country: CAN,0.6666666666666666
0.6088760857498441,1131446.5844105983,1113828.299315202,Country: MLT,Country: CAN,0.7777777777777777
0.6088760857498441,1131446.5844105983,1111326.5213468233,Country: MLT,Country: CAN,0.8888888888888888
0.6088760857498441,1131446.5844105983,1108757.448850229,Country: MLT,Country: CAN,1.0
0.42219541612095035,1131446.5844105983,1131446.5844105983,Country: NLD,Country: CAN,0.0
0.42219541612095035,1131446.5844105983,1136514.7483890846,Country: NLD,Country: CAN,0.1111111111111111
0.42219541612095035,1131446.5844105983,1141545.9380834727,Country: NLD,Country: CAN,0.2222222222222222
0.42219541612095035,1131446.5844105983,1146562.5393701002,Country: NLD,Country: CAN,0.3333333333333333
0.42219541612095035,1131446.5844105983,1151586.6796963925,Country: NLD,Country: CAN,0.4444444444444444
0.42219541612095035,1131446.5844105983,1156640.6199204633,Country: NLD,Country: CAN,0.5555555555555556
