base_country,country,f_total,metric,x_total,z_total,delta
FRA,JPN,2053169.4673546192,2384811.3534260797,4372766.35454246,1987955.0011163792,-4696.40315719787
FRA,KOR,2053169.4673546192,2380457.0021324717,4369271.627985078,1988814.6258526053,-342.0518635897897
FRA,LTU,2053169.4673546194,2375223.2347549414,4370003.353573732,1994780.118818792,4891.715513940435
FRA,LUX,2053169.4673546194,2382710.179682821,4370226.823784586,1987516.6441017645,-2595.2294139391743
FRA,LVA,2053169.4673546194,2380703.055532593,4374470.042420234,1993766.9868876408,-588.1052637109533
FRA,MEX,2053169.4673546194,2377729.080949844,4372715.4524486,1994986.371498755,2385.869319038
FRA,MLT,2053169.4673546196,2377359.717247437,4371355.507980194,1993995.7907327558,2755.233021444641
FRA,NLD,2053169.4673546192,2383158.0193416895,4372011.506176703,1988853.4868350131,-3043.0690728076734
FRA,POL,2053169.4673546192,2378914.36652399,4374951.012584766,1996036.6460607753,1200.5837448919192
FRA,PRT,2053169.4673546194,2378575.210713678,4370291.532528861,1991716.3218151822,1539.7395552038215
FRA,ROU,2053169.4673546192,2376737.7431142437,4373032.520970794,1996294.7778565502,3377.207154638134
FRA,RUS,2053169.4673546196,2375966.801011472,4370065.078391904,1994098.2773804327,4148.149257409852
FRA,SVK,2053169.4673546199,2376761.8828130886,4373219.464405473,1996457.5815923847,3353.0674557932653
FRA,SVN,2053169.4673546192,2377402.9458054965,4372471.250197263,1995068.304391769,2712.004463385325
FRA,SWE,2053169.4673546194,2381902.1499708844,4369306.975823319,1987404.8258524344,-1787.1997020025738
FRA,TUR,2053169.4673546199,2375429.3475394724,4365578.23597652,1990148.88843705,4685.602729409467
FRA,TWN,2053169.4673546194,2378818.5341801336,4371543.598741533,1992725.0645613982,1296.4160887482576
FRA,USA,2053169.4673546194,2383063.9734682096,4370185.313560086,1987121.3400918762,-2949.0231993277557
GBR,AUS,1882584.8230365564,2099051.534476153,3915938.735178352,1816887.2007022006,497.292870210018
GBR,AUT,1882584.8230365568,2097497.4638408874,3914518.677694969,1817021.2138540803,2051.3635054756887
GBR,BEL,1882584.823036556,2099272.3036190313,3917102.2506671418,1817829.9470481097,276.5237273317762
GBR,BGR,1882584.823036556,2097130.077127787,3914093.0046661957,1816962.9275384087,2418.750218576053
GBR,BRA,1882584.8230365566,2096597.3200247989,3912651.44257868,1816054.1225538824,2951.507321564248
GBR,CAN,1882584.8230365564,2096895.241164178,3912797.627720745,1815902.3865565665,2653.586182185216
GBR,CHN,1882584.8230365566,2096703.990421631,3913126.9315419933,1816422.941120363,2844.836924732197
GBR,CYP,1882584.8230365573,2099373.852912709,3916680.0676966845,1817306.2147839747,174.97443365398794
GBR,CZE,1882584.823036556,2095876.2327121373,3913074.577812196,1817198.345100059,3672.594634225825
GBR,DEU,1882584.8230365566,2094179.3577069547,3908457.5849636877,1814278.2272567314,5369.469639408402
GBR,DNK,1882584.823036557,2102053.991067286,3922206.8029445326,1820152.8118772458,-2505.1637209230103
GBR,ESP,1882584.8230365564,2097115.1390529245,3915331.5560258334,1818216.4169729087,2433.6882934386376
GBR,EST,1882584.823036557,2097464.305169596,3914405.709943396,1816941.4047737997,2084.5221767672338
GBR,FIN,1882584.8230365568,2099363.696208842,3916987.3225327837,1817623.6263239419,185.13113752100617
GBR,FRA,1882584.8230365566,2096684.125070095,3911878.349347553,1815194.2242774575,2864.7022762680426
GBR,GRC,1882584.8230365573,2097591.1984015326,3914406.4352431525,1816815.236841619,1957.6289448305033
GBR,HUN,1882584.8230365566,2094394.829517939,3910620.7886682944,1816225.959150356,5153.99782842421
GBR,IDN,1882584.8230365566,2094485.3568472422,3910094.023895028,1815608.6670477875,5063.4704991208855
GBR,IND,1882584.8230365575,2096349.087711772,3912624.175385761,1816275.0876739877,3199.7396345911548
GBR,IRL,1882584.823036557,2097520.6653348864,3914741.649038818,1817220.983703932,2028.1620114766993
GBR,ITA,1882584.8230365566,2095692.5924672685,3910388.5063064974,1814695.9138392285,3856.2348790946417
GBR,JPN,1882584.8230365566,2100626.233067583,3919542.0723389355,1818915.8392713538,-1077.4057212197222
GBR,KOR,1882584.8230365564,2097585.707405189,3913737.698007154,1816151.9906019652,1963.1199411740527
GBR,LTU,1882584.823036557,2094206.3627503454,3909860.5157611542,1815654.1530108082,5342.4645960177295
GBR,LUX,1882584.8230365575,2099368.3085934003,3916628.23405763,1817259.9254642278,180.5187529628165
GBR,LVA,1882584.8230365566,2098991.6305607148,3917431.6608715723,1818440.0303108578,557.1967856483534
GBR,MEX,1882584.823036556,2096689.74790476,3912871.2320135934,1816181.4841088338,2859.0794416030403
GBR,MLT,1882584.8230365557,2095617.0423648234,3912245.1860728567,1816628.1437080333,3931.7849815397058
GBR,NLD,1882584.8230365568,2100605.4377794014,3920683.652143072,1820078.2143636697,-1056.6104330383241
GBR,POL,1882584.8230365568,2097593.8372435495,3914542.6664462327,1816948.8292026825,1954.9901028135791
GBR,PRT,1882584.823036557,2094987.2698047417,3909630.686558262,1814643.4167535207,4561.557541621383
GBR,ROU,1882584.8230365566,2095504.3134322613,3912409.716882593,1816905.4034503319,4044.513914101757
GBR,RUS,1882584.823036556,2094920.5644723389,3910499.1143615292,1815578.5498891894,4628.262874024222
GBR,SVK,1882584.8230365564,2095267.380472953,3912505.883341754,1817238.5028688007,4281.446873410139
GBR,SVN,1882584.8230365561,2094891.1523217093,3910224.784642728,1815333.6323210187,4657.675024653785
GBR,SWE,1882584.8230365566,2099105.4730122136,3917721.6941702776,1818616.221158064,443.35433414950967
GBR,TUR,1882584.8230365568,2094819.4692530155,3909657.820475047,1814838.351222032,4729.358093347633
GBR,TWN,1882584.8230365561,2097044.980075857,3914795.6343674413,1817750.6542915844,2503.8472705062013
GBR,USA,1882584.8230365568,2100837.0634174393,3921202.849758366,1820365.7863409263,-1288.2360710762441
GRC,AUS,280769.3909031443,292893.9356379621,457689.73067373264,164795.79503577054,98.28542299970286
GRC,AUT,280769.3909031444,292734.0980097435,457475.2892972217,164741.1912874781,258.12305121828103
GRC,BEL,280769.39090314443,292787.8627407548,457468.5838576384,164680.72111688356,204.3583202069858
GRC,BGR,280769.3909031444,292820.9209313242,457766.11117104377,164945.19023971976,171.30012963758782
GRC,BRA,280769.3909031443,292547.9827654157,457420.84469713154,164872.86193171592,444.23829554609256
GRC,CAN,280769.39090314426,292633.3904861941,457277.1089771541,164643.71849095993,358.8305747676641
GRC,CHN,280769.3909031443,292760.34399120143,457804.3286490244,165043.9846578229,231.87706976034679
GRC,CYP,280769.3909031444,293252.5753616456,457847.4068528668,164594.8314912212,-260.35430068382993
GRC,CZE,280769.3909031444,292185.91615377314,456824.25659676135,164638.3404429882,806.3049071886344
GRC,DEU,280769.3909031443,292633.959106469,457316.8029547322,164682.84384826326,358.26195449277293
GRC,DNK,280769.3909031443,293079.46069100406,457878.06254934263,164798.6018583386,-87.23963004228426
GRC,ESP,280769.3909031444,292803.7897907421,457860.54717025283,165056.75737951067,188.43127021967666
GRC,EST,280769.3909031444,292762.5375643524,457737.313277879,164974.77571352656,229.68349660938838
GRC,FIN,280769.39090314426,292826.2510729593,457513.3360082223,164687.08493526312,165.96998800250003
GRC,FRA,280769.3909031444,292717.65831703565,457385.5814950359,164667.92317800038,274.56274392612977
GRC,GBR,280769.3909031444,293016.474403728,457852.951202871,164836.47679914293,-24.25334276619833
GRC,HUN,280769.3909031443,292260.48330305034,457168.88366712263,164908.40036407232,731.73775791144
GRC,IDN,280769.39090314443,292363.4250076975,457562.51593011233,165199.0909224148,628.7960532642901
GRC,IND,280769.3909031443,292662.84666131384,457857.3496196273,165194.50295831342,329.37439964793157
GRC,IRL,280769.3909031443,292739.92954811495,457479.8896852458,164739.96013713066,252.2915128468303
GRC,ITA,280769.3909031442,292662.37670597574,457301.5543423487,164639.17763637297,329.8443549860385
GRC,JPN,280769.3909031442,293208.4912804668,458010.73384875193,164802.2425682852,-216.27021950500784
GRC,KOR,280769.3909031443,292954.4063996808,457688.2028011079,164733.796401427,37.81466128095053
GRC,LTU,280769.39090314426,292341.9092034387,457583.37280460855,165241.46360116973,650.3118575230474
GRC,LUX,280769.39090314426,292917.11152627756,457474.4197462309,164557.3082199533,75.1095346842194
GRC,LVA,280769.39090314426,293099.899559739,458163.2650012189,165063.36544147978,-107.67849877721164
GRC,MEX,280769.3909031443,292590.2126007619,457614.4100143517,165024.19741358975,402.00846019986784
GRC,MLT,280769.3909031444,292503.0592009504,457564.5480478274,165061.48884687707,489.1618600114016
GRC,NLD,280769.39090314426,292966.857489202,457859.5239976948,164892.66650849278,25.363571759779006
GRC,POL,280769.39090314426,292712.14436260937,457633.85762351507,164921.71326090576,280.07669835240813
GRC,PRT,280769.3909031443,292590.9663235968,457172.20142063656,164581.2350970398,401.25473736500135
GRC,ROU,280769.3909031444,292532.2309963976,457796.2390845316,165264.008088134,459.990064564161
GRC,RUS,280769.3909031443,292392.08060384524,457388.02553272684,164995.94492888157,600.1404571165331
GRC,SVK,280769.3909031443,292361.848145654,457352.4574520739,164990.60930641985,630.3729153077584
GRC,SVN,280769.3909031444,292339.05887971737,457020.071648266,164681.0127685486,653.1621812444064
GRC,SWE,280769.3909031444,292799.47123373457,457562.52754754486,164763.05631381035,192.74982722720597
GRC,TUR,280769.3909031443,292478.60502728604,457399.0320553838,164920.4270280979,513.6160336757312
GRC,TWN,280769.39090314426,292627.66039798805,457775.794347558,165148.13394956998,364.56066297373036
GRC,USA,280769.3909031444,293180.9667285066,458140.2275508731,164959.26082236652,-188.74566754483385
HUN,AUS,91468.74737451911,123914.7031199125,271057.07622437004,147142.37310445757,-152.46165114776522
HUN,AUT,91468.74737451914,123926.12457280039,271081.6371111807,147155.51253838028,-163.88310403564537
HUN,BEL,91468.74737451912,123961.59008991529,271045.31646978,147083.72637986476,-199.34862115055148
HUN,BGR,91468.74737451908,123829.63054196049,271022.324481653,147192.6939396925,-67.38907319575083
HUN,BRA,91468.74737451912,123868.98440309086,270865.1496253452,146996.16522225438,-106.74293432611739
HUN,CAN,91468.74737451912,123873.60466448097,270862.2575027725,146988.65283829148,-111.3631957162288
HUN,CHN,91468.74737451915,123827.75031135138,270972.6539408255,147144.90362947402,-65.50884258664155
HUN,CYP,91468.7473745191,123941.63325389582,271117.46475443646,147175.83150054066,-179.39178513108345
HUN,CZE,91468.74737451911,123770.26245732825,270853.054631573,147082.79217424474,-8.02098856351222
HUN,DEU,91468.7473745191,123839.24309882101,270876.58686519123,147037.34376637024,-77.0016300562711
HUN,DNK,91468.74737451908,123966.5297512431,271072.3614497961,147105.831698553,-204.28828247835918
HUN,ESP,91468.74737451912,123884.61490074756,271134.21050231153,147249.595601564,-122.37343198282178
HUN,EST,91468.74737451912,123980.43249314197,271155.4167325716,147174.98423942958,-218.19102437722904
HUN,FIN,91468.74737451911,123921.55047754312,271009.7628087073,147088.2123311641,-159.30900877837848
HUN,FRA,91468.74737451912,123874.77452090701,270929.52275456674,147054.74823365972,-112.53305214227294
HUN,GBR,91468.74737451912,123921.5325860039,271085.660897976,147164.12831197208,-159.2911172391614
HUN,GRC,91468.7473745191,123888.65904065518,271090.0163354089,147201.3572947538,-126.41757189044438
HUN,IDN,91468.74737451908,123613.48774790952,270796.8449321843,147183.35718427476,148.75372085522395
HUN,IND,91468.74737451912,123734.98019496688,270938.6763805344,147203.69618556756,27.261273797863396
HUN,IRL,91468.7473745191,123878.15314374874,270963.8114734451,147085.65832969634,-115.91167498400318
HUN,ITA,91468.74737451914,123838.27319826857,270960.3124976088,147122.03929934022,-76.03172950382577
HUN,JPN,91468.74737451911,124054.04368414867,271211.16136521386,147157.1176810651,-291.8022153839265
HUN,KOR,91468.74737451908,123967.2586535184,271078.93575572554,147111.67710220715,-205.01718475365487
HUN,LTU,91468.74737451912,123674.35367282703,270873.9473525978,147199.59367977068,87.88779593771324
HUN,LUX,91468.74737451914,123929.41750256543,271004.3611795484,147074.94367698292,-167.17603380068613
HUN,LVA,91468.74737451912,124025.37494433316,271315.3192565022,147289.94431216904,-263.133475568422
HUN,MEX,91468.74737451911,123721.5930702213,270893.83331729047,147172.24024706916,40.64839854344609
HUN,MLT,91468.74737451912,123717.53249473874,270855.0119389092,147137.47944417052,44.70897402599803
HUN,NLD,91468.74737451911,123948.00947959583,271029.55544623174,147081.5459666358,-185.76801083108876
HUN,POL,91468.7473745191,123848.38653124086,271075.74845520576,147227.36192396493,-86.14506247612007
HUN,PRT,91468.74737451914,123845.03738453257,270944.2422364612,147099.20485192857,-82.79591576782695
HUN,ROU,91468.74737451914,123737.43573080546,271046.8544475778,147309.41871677234,24.805737959279213
HUN,RUS,91468.74737451912,123690.42467120524,270811.8482445417,147121.4235733364,71.81679755949881
HUN,SVK,91468.74737451905,123693.94361521603,270835.1890879602,147141.24547274422,68.29785354870546
HUN,SVN,91468.74737451912,123874.70085687333,270974.33289123315,147099.63203435985,-112.45938810858934
HUN,SWE,91468.74737451912,123893.93424260162,270967.29042174836,147073.35617914682,-131.69277383688313
HUN,TUR,91468.74737451908,123656.39717827321,270748.6590922916,147092.26191401834,105.84429049152823
HUN,TWN,91468.7473745191,123758.66100075473,270844.79421021795,147086.1332094633,3.5804680100118276
HUN,USA,91468.74737451908,123975.99147854344,271075.2582341955,147099.26675565212,-213.75000977869786
IDN,AUS,463747.71818091633,524162.43001846445,982639.0949846492,458476.66496618494,257.38028198713437
IDN,AUT,463747.7181809164,524086.173871715,982772.3573688788,458686.1834971641,333.6364287366159
IDN,BEL,463747.7181809166,524188.89979061024,982769.4294392299,458580.5296486199,230.910509841342
IDN,BGR,463747.7181809164,524035.411308181,982898.1108588406,458862.6995506599,384.3989922705805
IDN,BRA,463747.71818091633,524229.5175741702,983014.2904461732,458784.77287200285,190.29272628139006
IDN,CAN,463747.7181809162,524209.18211934017,982872.5167747834,458663.33465544315,210.62818111141678
IDN,CHN,463747.7181809166,524674.3613135958,983644.2299896056,458969.86867600965,-254.5510131441988
IDN,CYP,463747.71818091633,524187.93220961106,982813.8741656219,458625.94195601076,231.8780908405315
IDN,CZE,463747.71818091633,524046.85864040407,982711.957077071,458665.09843666677,372.9516600475181
IDN,DEU,463747.7181809163,524016.43717959593,982618.825573495,458602.3883938989,403.37312085565645
IDN,DNK,463747.71818091633,524336.6289763274,983074.7204048252,458738.0914284976,83.18132412421983
IDN,ESP,463747.7181809164,524198.602706693,982930.1190698813,458731.51636318816,221.20759375859052
IDN,EST,463747.71818091633,524152.42056115624,983210.5078553392,459058.08729418303,267.3897392953513
IDN,FIN,463747.7181809164,524154.6955911775,982850.1277647755,458695.4321735977,265.11470927408664
IDN,FRA,463747.71818091645,524001.1376650202,982633.7228716883,458632.58520666783,418.67263543140143
IDN,GBR,463747.7181809165,524208.4278146922,982862.0046527354,458653.57683804346,211.38248575938633
IDN,GRC,463747.71818091645,524119.9859409205,982758.4024939861,458638.4165530659,299.8243595311069
IDN,HUN,463747.7181809163,523912.31959462794,982753.5643598989,458841.24476527085,507.4907058236422
IDN,IND,463747.7181809162,524162.230433562,982457.174931988,458294.9444984262,257.57986688957317
IDN,IRL,463747.7181809162,524223.4251926423,983151.4675729485,458928.04238030605,196.38510780927027
IDN,ITA,463747.7181809164,523812.50289082347,982333.0493490668,458520.54645824316,607.3074096281198
IDN,JPN,463747.7181809163,524327.9913499302,983153.3207258685,458825.3293759382,91.81895052141044
IDN,KOR,463747.71818091645,524320.1729012191,983150.3312095038,458830.15830828494,99.63739923248067
IDN,LTU,463747.7181809161,523601.1356035126,982069.9086676931,458468.77306418034,818.6746969390078
IDN,LUX,463747.7181809164,524189.73804283654,982941.0640517002,458751.326008864,230.07225761504378
IDN,LVA,463747.71818091616,524442.9962078198,983364.8861262578,458921.8899184384,-23.18590736819897
IDN,MEX,463747.7181809162,524055.2588484202,982858.8033865165,458803.54453809635,364.5514520313591
IDN,MLT,463747.7181809164,523922.44550417585,982732.0010208825,458809.55551670655,497.3647962757386
IDN,NLD,463747.71818091633,524330.0667634188,982972.5494926651,458642.48272924626,89.74353703274392
IDN,POL,463747.71818091645,523988.1031346778,982509.394102372,458521.2909676943,431.70716577378334
IDN,PRT,463747.7181809162,523951.3525912146,982484.314233696,458532.9616424812,468.45770923700184
IDN,ROU,463747.71818091633,523965.4032967386,982709.0431480336,458743.639851295,454.407003713015
IDN,RUS,463747.71818091645,524130.89997889294,982435.1012790079,458304.20130011503,288.91032155865105
IDN,SVK,463747.7181809164,523997.9565265729,982771.6188780366,458773.6623514637,421.8537738787127
IDN,SVN,463747.7181809163,523996.4599585713,982434.7589833555,458438.29902478436,423.3503418802866
IDN,SWE,463747.71818091633,524311.3548143946,983218.4233654295,458907.06855103443,108.45548605697695
IDN,TUR,463747.71818091645,523822.4478975228,982629.7498770467,458807.30197952327,597.3624029287603
IDN,TWN,463747.7181809163,524203.9506872547,982643.2487384882,458439.29805123346,215.85961319686612
IDN,USA,463747.7181809165,524409.6037239702,983093.734302632,458684.1305786615,10.20657648134511
IND,AUS,1117128.04423763,1282642.6372964159,2281620.043884981,998977.4065885649,-200.77044517011382
IND,AUT,1117128.0442376297,1282439.0508982453,2282349.2096834504,999910.1587852046,2.815953000448644
IND,BEL,1117128.0442376302,1282776.6279838504,2282183.275079248,999406.6470953972,-334.76113260467537
IND,BGR,1117128.0442376307,1282564.2121319815,2284220.9154698476,1001656.7033378662,-122.34528073575348
IND,BRA,1117128.0442376307,1282541.6186882944,2282438.043924543,999896.4252362486,-99.75183704867959
IND,CAN,1117128.0442376307,1282491.3331363297,2281657.601712237,999166.2685759078,-49.46628508390859
IND,CHN,1117128.0442376302,1283062.7443662067,2282993.6917284457,999930.947362239,-620.8775149609428
IND,CYP,1117128.0442376304,1282914.9233425492,2282154.704241381,999239.7808988326,-473.0564913034905
IND,CZE,1117128.0442376302,1282146.6047671994,2283635.4346101577,1001488.8298429586,295.26208404637873
IND,DEU,1117128.0442376307,1282336.793158307,2282270.8995049098,999934.106346603,105.07369293877855
IND,DNK,1117128.04423763,1282907.3186582117,2281729.9616159797,998822.6429577674,-465.45180696598254
IND,ESP,1117128.0442376302,1282477.5741929754,2283711.4550266336,1001233.8808336573,-35.70734172966331
IND,EST,1117128.04423763,1282650.5678832084,2282893.143353078,1000242.5754698697,-208.70103196264245
IND,FIN,1117128.0442376302,1282697.963676931,2282080.0866043386,999382.1229274075,-256.0968256853521
IND,FRA,1117128.04423763,1282525.3804547794,2282020.564231355,999495.1837765761,-83.51360353361815
IND,GBR,1117128.0442376307,1282654.4940432024,2282266.59911419,999612.105070987,-212.62719195662066
IND,GRC,1117128.0442376304,1282813.4109544964,2282427.6245853165,999614.2136308203,-371.544103250606
IND,HUN,1117128.0442376302,1282091.455998049,2283738.0269747647,1001646.5709767146,350.4108531968668
IND,IDN,1117128.04423763,1281751.343931105,2285272.837464754,1003521.4935336487,690.5229201407637
IND,IRL,1117128.04423763,1282529.2489010624,2283188.73870601,1000659.489804947,-87.38204981666058
IND,ITA,1117128.0442376307,1282500.6980458496,2282844.6988325757,1000344.0007867259,-58.831194603815675
IND,JPN,1117128.0442376297,1283127.6740757613,2281631.9389471896,998504.2648714298,-685.8072245155927
IND,KOR,1117128.0442376302,1282763.145278229,2281966.415488992,999203.2702107624,-321.2784269831609
IND,LTU,1117128.0442376297,1282157.4621639468,2285681.7471595197,1003524.2849955733,284.40468729892746
IND,LUX,1117128.04423763,1282853.2875765127,2281653.2054443816,998799.9178678686,-411.4207252669148
IND,LVA,1117128.044237631,1283170.4515510988,2281926.7941903337,998756.3426392346,-728.5846998530906
IND,MEX,1117128.0442376302,1282397.4241736212,2284892.3430943834,1002494.9189207614,44.44267762452364
IND,MLT,1117128.0442376302,1281913.0928754564,2282877.7934965002,1000964.7006210429,528.7739757893141
IND,NLD,1117128.0442376297,1282733.7014139136,2281682.118375855,998948.4169619421,-291.83456266787834
IND,POL,1117128.0442376297,1282621.713472937,2282902.5130622573,1000280.799589321,-179.8466216912493
IND,PRT,1117128.0442376302,1282464.6335049,2282604.5947988466,1000139.9612939472,-22.766653654165566
IND,ROU,1117128.04423763,1282189.524563029,2285762.4098347947,1003572.885271766,252.3422882168088
IND,RUS,1117128.0442376302,1282647.657737616,2284036.7768432754,1001389.1191056595,-205.79088637023233
IND,SVK,1117128.0442376307,1281865.9983355505,2283144.597173142,1001278.598837591,575.8685156952124
IND,SVN,1117128.0442376302,1282357.2006931792,2282404.0990613657,1000046.8983681866,84.66615806659684
IND,SWE,1117128.0442376302,1282590.4784177223,2282642.1560987025,1000051.6776809803,-148.61156647652388
IND,TUR,1117128.0442376304,1282159.9780570946,2286706.0268222424,1004546.0487651482,281.8887941511348
IND,TWN,1117128.0442376302,1282370.5584875373,2281915.0065267,999544.4480391627,71.30836370843463
IND,USA,1117128.0442376302,1283065.913991181,2280928.053853084,997862.139861904,-624.0471399351954
IRL,AUS,136395.61162877054,243519.93067687302,524419.0645270546,280899.13385018165,335.9302498761972
IRL,AUT,136395.6116287706,243593.68189263594,524492.4019641974,280898.7200715614,262.1790341132728
IRL,BEL,136395.6116287705,243710.57042693536,524591.7295239484,280881.15909701295,145.2904998138547
IRL,BGR,136395.61162877054,243706.52793057088,524971.0043150936,281264.4763845226,149.3329961783311
IRL,BRA,136395.61162877057,243608.14161790212,524500.3378993201,280892.1962814179,247.71930884709582
IRL,CAN,136395.61162877057,243603.06061120454,524482.7471905464,280879.6865793419,252.8003155446786
IRL,CHN,136395.61162877054,243647.1182013321,524654.8544539603,281007.73625262815,208.74272541710525
IRL,CYP,136395.61162877054,243700.22103795916,524638.1262585436,280937.9052205844,155.63988879005774
IRL,CZE,136395.61162877048,243523.39916762465,524690.4304087044,281167.03124107985,332.4617591245624
IRL,DEU,136395.61162877054,243499.43273596288,524326.2800466743,280826.84731071146,356.4281907863333
IRL,DNK,136395.6116287705,244079.59220707972,525174.5582661086,281094.96605902875,-223.73128033051034
IRL,ESP,136395.61162877057,243583.08665235105,524521.0721456993,280937.9854933484,272.7742743981653
IRL,EST,136395.61162877057,243731.35997754437,524818.5545950155,281087.19461747125,124.50094920484116
IRL,FIN,136395.61162877057,243920.16818860685,525157.7167392083,281237.5485506015,-64.3072618576407
IRL,FRA,136395.61162877054,243617.20112337207,524540.9527329339,280923.7516095618,238.65980337714427
IRL,GBR,136395.61162877057,243676.8093189989,524569.6269088369,280892.81758983806,179.0516077503271
IRL,GRC,136395.61162877054,243628.97490745262,524468.8449025293,280839.8699950767,226.8860192965949
IRL,HUN,136395.61162877054,243571.19901340548,524611.4275768207,281040.22856341524,284.66191334373434
IRL,IDN,136395.61162877048,243459.91202581886,524515.2061871727,281055.2941613538,395.94890093035065
IRL,IND,136395.6116287705,243637.96139725778,524829.85907161,281191.89767435216,217.8995294914348
IRL,ITA,136395.61162877045,243558.6182266587,524407.8186204912,280849.2003938326,297.2427000905154
IRL,JPN,136395.61162877054,243904.2978365765,525070.4384093436,281166.14057276706,-48.43690982728731
IRL,KOR,136395.61162877057,243825.97812133105,524809.5579712591,280983.57984992815,29.882805418164935
IRL,LTU,136395.6116287705,243537.63647542268,524579.9980774317,281042.361602009,318.2244513265323
IRL,LUX,136395.6116287705,243820.97037303535,524707.5073000921,280886.5369270568,34.89055371386348
IRL,LVA,136395.61162877048,243780.47850300092,524906.3294500434,281125.8509470424,75.38242374829133
IRL,MEX,136395.6116287705,243534.908585224,524670.2171359072,281135.30855068326,320.95234152520425
IRL,MLT,136395.61162877062,243623.5538568923,524693.0523443532,281069.49848746066,232.3070698569063
IRL,NLD,136395.6116287705,243753.12420424688,524684.9816269221,280931.857422675,102.73672250233358
IRL,POL,136395.61162877054,243642.051208376,524837.4572435698,281195.40603519394,213.8097183732025
IRL,PRT,136395.61162877054,243514.9182399472,524200.90038549894,280685.9821455517,340.9426868020091
IRL,ROU,136395.61162877054,243575.1181013636,524793.3683170308,281218.25021566724,280.74282538561965
IRL,RUS,136395.61162877054,243364.26225767116,524201.5721779465,280837.30992027547,491.59866907805554
IRL,SVK,136395.61162877054,243511.86886686532,524614.9434033756,281103.07453651045,343.9920598838944
IRL,SVN,136395.6116287706,243464.85831441026,524318.5571781992,280853.6988637889,391.00261233895435
IRL,SWE,136395.61162877048,243860.3638681106,524937.0451229255,281076.68125481496,-4.502941361395642
IRL,TUR,136395.6116287705,243516.3967700237,524634.6973500479,281118.30058002425,339.4641567255021
IRL,TWN,136395.61162877057,243620.26287734706,524565.8247307861,280945.56185343914,235.59804940214963
IRL,USA,136395.6116287705,243913.09250600272,525033.2106382857,281120.1181322831,-57.231579253508244
ITA,AUS,1600579.0052983267,1809160.863311147,3572085.8289826615,1762924.9656715137,-645.4022965840995
ITA,AUT,1600579.0052983267,1809986.9636751583,3573510.462250495,1763523.498575337,-1471.5026605953462
ITA,BEL,1600579.0052983256,1809626.6658598697,3570556.2908218885,1760929.6249620195,-1111.2048453066964
ITA,BGR,1600579.0052983263,1807765.1521632643,3570926.0835412466,1763160.9313779813,750.3088512986433
ITA,BRA,1600579.0052983265,1807636.3682310835,3570769.5943495897,1763133.2261185069,879.0927834794857
ITA,CAN,1600579.0052983263,1807979.9023623778,3569235.6292151255,1761255.726852747,535.5586521851365
ITA,CHN,1600579.0052983272,1807996.3253541405,3572141.9032182717,1764145.5778641314,519.1356604225002
ITA,CYP,1600579.0052983265,1810649.093712958,3572451.920697033,1761802.8269840751,-2133.6326983950567
ITA,CZE,1600579.0052983267,1806305.0402671492,3572206.217174005,1765901.1769068574,2210.4207474137656
ITA,DEU,1600579.0052983267,1807507.184092451,3568202.8045742773,1760695.6204818268,1008.276922112098
ITA,DNK,1600579.0052983274,1810517.1970585543,3570481.971680157,1759964.7746216017,-2001.7360439912882
ITA,ESP,1600579.005298326,1808738.69094776,3574965.8402248053,1766227.1492770447,-223.2299331969116
ITA,EST,1600579.0052983267,1808207.960611462,3572440.7480402887,1764232.7874288277,307.50040310109034
ITA,FIN,1600579.005298326,1810081.3698383365,3570706.874379053,1760625.5045407158,-1565.9088237734977
ITA,FRA,1600579.0052983272,1808315.0867972132,3567639.189798377,1759324.1030011645,200.37421734980308
ITA,GBR,1600579.0052983263,1810056.3042129248,3572609.2984408047,1762552.9942278808,-1540.8431983618066
ITA,GRC,1600579.0052983267,1808746.2699206944,3573626.553971626,1764880.2840509317,-230.808906131424
ITA,HUN,1600579.0052983267,1805288.8657243468,3570034.480644487,1764745.6149201402,3226.5952902161516
ITA,IDN,1600579.005298326,1805923.7364118497,3573471.629137165,1767547.8927253154,2591.7246027132496
ITA,IND,1600579.0052983263,1807040.3511177453,3571719.3146130885,1764678.9634953432,1475.1098968177103
ITA,IRL,1600579.0052983267,1808565.2410156406,3569944.676695107,1761379.4356794662,-49.78000107756816
ITA,JPN,1600579.0052983265,1811048.3761481869,3570978.986154163,1759930.6100059762,-2532.915133623872
ITA,KOR,1600579.0052983265,1809174.3566839406,3571583.7655308344,1762409.4088468936,-658.8956693776418
ITA,LTU,1600579.0052983267,1805109.440161229,3571574.717408094,1766465.2772468661,3406.0208533338737
ITA,LUX,1600579.0052983263,1809748.4129610755,3570325.9942935947,1760577.58133252,-1232.9519465125632
ITA,LVA,1600579.0052983267,1808725.166418079,3572895.1037465264,1764169.937328447,-209.70540351606905
ITA,MEX,1600579.0052983274,1806697.1988015384,3572616.866055653,1765919.6672541143,1818.2622130245436
ITA,MLT,1600579.0052983272,1807014.9190884964,3572964.6865652734,1765949.7674767768,1500.541926066624
ITA,NLD,1600579.0052983272,1810008.755595631,3572055.252335656,1762046.496740025,-1493.2945810679812
ITA,POL,1600579.0052983265,1807575.9868642823,3572612.428481969,1765036.4416176856,939.474150280701
ITA,PRT,1600579.0052983258,1807669.3073713172,3572202.334518486,1764533.027147169,846.1536432458088
