base_country,country,f_total,metric,x_total,z_total,delta
CYP,DNK,21318.21288625399,43160.68668780544,71562.52564909476,28401.838961289337,-7.406756101445353
CYP,ESP,21318.212886253987,43119.82606781502,71555.2522985605,28435.4262307455,33.45386388897896
CYP,EST,21318.212886253983,43114.495686689304,71526.80874854318,28412.313061853856,38.784245014692715
CYP,FIN,21318.212886253987,43138.25123358736,71536.98038497791,28398.729151390562,15.028698116635496
CYP,FRA,21318.212886253983,43119.63971516475,71507.19848239601,28387.55876723125,33.640216539250105
CYP,GBR,21318.21288625399,43150.078715530966,71564.08124018843,28414.00252465748,3.2012161730308435
CYP,GRC,21318.212886253983,43114.65295405722,71533.99054670449,28419.33759264729,38.62697764677432
CYP,HUN,21318.212886253994,43063.78734758215,71455.90211194809,28392.11476436595,89.49258412185009
CYP,IDN,21318.212886253976,43080.479684102604,71499.85750999926,28419.37782589667,72.8002476013935
CYP,IND,21318.212886253998,43102.27261391053,71520.17964475951,28417.907030848964,51.007317793468246
CYP,IRL,21318.212886253987,43125.26867821012,71526.66719453302,28401.398516322883,28.011253493874392
CYP,ITA,21318.212886253983,43099.864228862985,71491.3213758457,28391.457146982706,53.41570284101181
CYP,JPN,21318.212886253983,43166.75600892103,71584.6732530285,28417.917244107462,-13.47607721703389
CYP,KOR,21318.21288625398,43134.865131145314,71527.29597636868,28392.430845223385,18.414800558683055
CYP,LTU,21318.212886253987,43066.260289068574,71462.65821945592,28396.397930387342,87.01964263542322
CYP,LUX,21318.212886253994,43142.04280714647,71534.86527848202,28392.82247133553,11.23712455752684
CYP,LVA,21318.21288625398,43139.69616793098,71572.90240486496,28433.206236933966,13.583763773014653
CYP,MEX,21318.21288625399,43104.454479130756,71523.71918896996,28419.264709839168,48.82545257324091
CYP,MLT,21318.212886253972,43100.157929447836,71515.38295473436,28415.225025286512,53.12200225616107
CYP,NLD,21318.21288625399,43149.54727045874,71549.25172890804,28399.704458449327,3.7326612452598056
CYP,POL,21318.21288625399,43113.17295897789,71528.64366151778,28415.470702539897,40.106972726105596
CYP,PRT,21318.212886254,43100.300988674404,71489.28352173496,28388.982533060567,52.97894302959321
CYP,ROU,21318.212886253983,43087.071458925064,71514.30295195252,28427.231493027448,66.20847277893336
CYP,RUS,21318.212886253998,43081.84957283204,71476.39692360492,28394.547350772857,71.43035887195583
CYP,SVK,21318.212886253983,43077.4905323683,71483.45808154742,28405.967549179113,75.78939933569927
CYP,SVN,21318.212886253987,43084.87166620716,71465.43260499595,28380.560938788803,68.40826549683698
CYP,SWE,21318.212886253987,43137.20345219933,71538.50133643343,28401.297884234114,16.076479504670715
CYP,TUR,21318.212886253987,43076.24802337285,71481.8817631285,28405.633739755638,77.03190833114786
CYP,TWN,21318.212886253987,43117.19443219631,71527.76954260381,28410.575110407506,36.08549950768793
CYP,USA,21318.212886253994,43169.16928211489,71584.77143423876,28415.602152123894,-15.889350410892803
CZE,AUS,133857.8842791981,183511.05745632178,446993.1681909812,263482.1107346595,-138.12967066388228
CZE,AUT,133857.8842791981,183433.37979172685,446801.227075108,263367.84728338127,-60.45200606895378
CZE,BEL,133857.8842791982,183612.901039125,447000.6979320269,263387.7968929019,-239.97325346709113
CZE,BGR,133857.88427919816,183336.45548295692,446934.1254858972,263597.67000294034,36.47230270097498
CZE,BRA,133857.88427919813,183385.0854530378,446590.13960219285,263205.0541491549,-12.157667379913619
CZE,CAN,133857.88427919816,183405.77849621553,446684.13537081715,263278.35687460174,-32.85071055762819
CZE,CHN,133857.88427919813,183344.69330686744,446666.96682171524,263322.27351484774,28.234478790458525
CZE,CYP,133857.88427919816,183439.23398585478,446815.4487424505,263376.2147565956,-66.30620019687922
CZE,DEU,133857.8842791981,183398.31924773523,446728.6149169114,263330.29566917627,-25.39146207732847
CZE,DNK,133857.88427919813,183622.26737787778,447053.10619923746,263430.83882135974,-249.33959221988334
CZE,ESP,133857.88427919816,183328.70322962524,446675.37332216004,263346.6700925348,44.22455603265553
CZE,EST,133857.88427919816,183465.44151706106,446857.15005229966,263391.70853523863,-92.51373140315991
CZE,FIN,133857.88427919816,183517.5298538407,446979.04819836316,263461.51834452234,-144.60206818280858
CZE,FRA,133857.8842791981,183449.9966645116,446868.91722274496,263418.9205582333,-77.0688788536936
CZE,GBR,133857.88427919813,183504.98684280037,446860.2156889247,263355.2288461243,-132.0590571424691
CZE,GRC,133857.88427919816,183371.94598804458,446718.62954572483,263346.6835576802,0.9817976133199409
CZE,HUN,133857.8842791981,183243.5414012841,446527.063757256,263283.522355972,129.38638437379268
CZE,IDN,133857.88427919816,183124.97193546398,446524.522355487,263399.55042002304,247.95585019391729
CZE,IND,133857.88427919816,183247.5135970123,446726.56402872247,263479.05043171014,125.41418864560546
CZE,IRL,133857.88427919813,183419.65139711014,446735.01612978085,263315.3647326708,-46.7236114522384
CZE,ITA,133857.88427919813,183368.65054401776,446644.19539482606,263275.5448508084,4.277241640142165
CZE,JPN,133857.8842791981,183606.0936417833,447171.4657654665,263565.37212368316,-233.1658561254153
CZE,KOR,133857.88427919813,183481.5942006957,446712.443810045,263230.84960934945,-108.66641503779101
CZE,LTU,133857.8842791981,183210.1927009444,446676.14550160046,263465.9528006561,162.73508471349487
CZE,LUX,133857.8842791982,183558.93454654544,446965.9878815156,263407.0533349702,-186.0067608875397
CZE,LVA,133857.8842791982,183574.28965511458,447083.2468513883,263508.95719627367,-201.36186945668305
CZE,MEX,133857.8842791981,183306.31324716346,446834.7474939365,263528.43424677296,66.61453849443933
CZE,MLT,133857.88427919813,183289.41347652258,446794.30669779726,263504.8932212747,83.51430913532386
CZE,NLD,133857.88427919813,183616.75266570604,446931.6286839748,263314.87601826875,-243.82488004813786
CZE,POL,133857.88427919816,183477.71567130412,447138.61172515806,263660.89605385397,-104.78788564621937
CZE,PRT,133857.88427919813,183359.54431800012,446491.98229782796,263132.43797982787,13.383467657782603
CZE,ROU,133857.8842791981,183247.31547092003,446914.4351220955,263667.11965117557,125.61231473786756
CZE,RUS,133857.88427919816,183221.5714566066,446591.73933394084,263370.1678773343,151.35632905131206
CZE,SVK,133857.88427919813,183269.49020460458,446551.7689502184,263282.2787456138,103.43758105332381
CZE,SVN,133857.88427919807,183383.35905427826,446653.7151882079,263270.35613392957,-10.431268620362971
CZE,SWE,133857.8842791981,183530.31634913522,446914.54865841253,263384.2323092775,-157.3885634773178
CZE,TUR,133857.88427919816,183132.44102592015,446463.68578272377,263331.24475680344,240.48675973774516
CZE,TWN,133857.88427919813,183358.6797547261,446609.1122067309,263250.4324520047,14.24803093180526
CZE,USA,133857.88427919816,183562.07337214053,446966.41447176796,263404.3410996275,-189.14558648262755
DEU,AUS,2332564.0757682635,3112952.5032882346,5645534.096159433,2532581.592871196,-3983.464664139319
DEU,AUT,2332564.075768264,3110463.0372850318,5639829.865429274,2529366.8281442407,-1493.998660936486
DEU,BEL,2332564.0757682645,3113806.998336729,5644018.102759526,2530211.1044227956,-4837.959712633863
DEU,BGR,2332564.075768263,3106696.2695197407,5635397.02357355,2528700.7540538083,2272.769104354549
DEU,BRA,2332564.0757682635,3107480.8260239447,5637205.684494724,2529724.858470779,1488.2126001506113
DEU,CAN,2332564.075768265,3108719.2452981207,5640263.692298548,2531544.4470004276,249.79332597460598
DEU,CHN,2332564.075768264,3105957.0041934033,5634754.964075105,2528797.9598817015,3012.0344306919724
DEU,CYP,2332564.075768265,3110523.946970763,5639790.837704348,2529266.8907335857,-1554.9083466678858
DEU,CZE,2332564.0757682645,3105949.145063367,5638458.472586579,2532509.3275232106,3019.893560728058
DEU,DNK,2332564.075768265,3116443.883663198,5643012.6645829305,2526568.780919731,-7474.8450391027145
DEU,ESP,2332564.0757682635,3109289.6891140365,5640040.269975858,2530750.5808618204,-320.65048994123936
DEU,EST,2332564.075768264,3108121.8851616927,5637287.048347855,2529165.163186162,847.1534624025226
DEU,FIN,2332564.075768264,3113866.8708646763,5640018.485702658,2526151.614837982,-4897.832240581047
DEU,FRA,2332564.075768264,3111138.5907961596,5637670.064279253,2526531.4734830903,-2169.5521720643155
DEU,GBR,2332564.0757682645,3114792.407904303,5646536.450236177,2531744.0423318725,-5823.369280207902
DEU,GRC,2332564.0757682654,3108556.49825601,5637635.518255452,2529079.019999442,412.54036808526143
DEU,HUN,2332564.075768264,3105142.223113478,5636190.037538044,2531047.814424563,3826.8155106171034
DEU,IDN,2332564.075768263,3103418.1717824386,5634581.07724166,2531162.9054592205,5550.866841656622
DEU,IND,2332564.075768264,3104264.64335261,5633380.379267407,2529115.7359147966,4704.395271485206
DEU,IRL,2332564.0757682645,3109209.1177341347,5635488.593818611,2526279.4760844763,-240.07911003939807
DEU,ITA,2332564.0757682635,3108019.07481272,5635402.386804795,2527383.311992073,949.9638113752007
DEU,JPN,2332564.075768264,3113968.734042172,5642984.91285238,2529016.178810208,-4999.69541807659
DEU,KOR,2332564.0757682645,3109889.898470554,5639317.462048153,2529427.563577602,-920.8598464587703
DEU,LTU,2332564.0757682635,3103734.126597789,5634285.864069507,2530551.737471719,5234.912026306149
DEU,LUX,2332564.075768265,3112680.4965591445,5640090.2456433615,2527409.749084217,-3711.4579350491986
DEU,LVA,2332564.075768263,3109072.9602599964,5639945.151424135,2530872.1911641387,-103.92163590108976
DEU,MEX,2332564.075768264,3106298.3915734286,5637766.725117571,2531468.3335441425,2670.647050666623
DEU,MLT,2332564.075768263,3105838.9890654404,5636422.935719977,2530583.946654537,3130.049558654893
DEU,NLD,2332564.0757682635,3113877.6675065667,5644593.433783613,2530715.766277047,-4908.628882471472
DEU,POL,2332564.075768265,3107353.1879835846,5638838.393198557,2531485.205214973,1615.8506405106746
DEU,PRT,2332564.075768264,3107485.9103541416,5636257.689177907,2528771.7788237645,1483.1282699536532
DEU,ROU,2332564.075768264,3104626.4683568887,5635605.85031366,2530979.381956772,4342.570267206524
DEU,RUS,2332564.075768264,3103643.541599409,5633933.823235282,2530290.281635872,5325.497024686076
DEU,SVK,2332564.0757682635,3105162.9295311905,5636581.33149671,2531418.4019655194,3806.1090929047205
DEU,SVN,2332564.075768264,3106440.0585089857,5637797.5411467105,2531357.4826377276,2528.980115109589
DEU,SWE,2332564.075768264,3113075.5463062846,5641340.216847492,2528264.670541205,-4106.507682189345
DEU,TUR,2332564.0757682635,3102358.9582112376,5629126.196410944,2526767.238199706,6610.0804128577
DEU,TWN,2332564.075768263,3108105.1224109004,5640426.976467192,2532321.8540562955,863.9162131948397
DEU,USA,2332564.075768264,3112895.762979049,5642268.78504402,2529373.022064969,-3926.724354953505
DNK,AUS,222048.48147383906,334054.7036440659,626672.4721154821,292617.76847141614,696.1108732817811
DNK,AUT,222048.481473839,333938.3008274474,626486.8421104079,292548.5412829604,812.5136899002828
DNK,BEL,222048.48147383914,333766.8105706424,626048.206993801,292281.39642315876,984.0039467052557
DNK,BGR,222048.48147383914,334087.4924444673,626524.2656327051,292436.7731882377,663.3220728803426
DNK,BRA,222048.48147383906,334002.5365746742,626396.7535994183,292394.2170247442,748.2779426734778
DNK,CAN,222048.48147383909,334119.3616663061,626415.9858459411,292296.6241796352,631.4528510415694
DNK,CHN,222048.4814738391,334000.31579763076,626529.4844815264,292529.1686838958,750.4987197169103
DNK,CYP,222048.48147383906,334453.53706890077,627051.407100677,292597.8700317764,297.2774484468973
DNK,CZE,222048.48147383906,333514.43533794145,625805.4608392593,292291.02550131804,1236.3791794062126
DNK,DEU,222048.48147383917,333466.4412517613,625530.5365107552,292064.09525899397,1284.373265586386
DNK,ESP,222048.48147383909,334221.93126720376,626922.3084377084,292700.3771705047,528.8832501439028
DNK,EST,222048.48147383909,334056.14529401966,626611.6030451428,292555.45775112323,694.6692233280046
DNK,FIN,222048.4814738391,333810.86198433064,626015.707597518,292204.84561318747,939.952533017029
DNK,FRA,222048.48147383909,333792.8433799786,626084.2953838393,292291.4520038605,957.9711373690516
DNK,GBR,222048.48147383906,334273.66096799064,626911.0027067052,292637.3417387146,477.15354935702635
DNK,GRC,222048.48147383906,334217.4489016529,626827.3048422317,292609.85594057903,533.3656156947836
DNK,HUN,222048.48147383909,333695.4584556925,626081.6280920479,292386.1696363555,1055.356061655155
DNK,IDN,222048.48147383903,333709.9745044562,626208.3724593584,292498.3979549023,1040.840012891451
DNK,IND,222048.4814738391,333933.96439008263,626510.893556237,292576.92916615447,816.8501272650319
DNK,IRL,222048.481473839,333728.5350222909,626004.4142909545,292275.8792686636,1022.2794950567768
DNK,ITA,222048.4814738391,333882.89403441845,626284.4572156634,292401.5631812445,867.9204829292139
DNK,JPN,222048.48147383914,334567.01984585833,627175.2890123078,292608.2691664493,183.79467148933327
DNK,KOR,222048.48147383894,334266.17630951974,626741.296920466,292475.12061094627,484.63820782792754
DNK,LTU,222048.48147383903,333552.23982632294,625820.6649449901,292268.42511866684,1198.5746910247253
DNK,LUX,222048.48147383909,334207.4117246049,626614.2731880394,292406.8614634347,543.4027927427669
DNK,LVA,222048.481473839,334325.52770622866,627053.6160787215,292728.08837249276,425.2868111190037
DNK,MEX,222048.4814738391,333845.40033481154,626305.825328324,292460.42499351245,905.4141825361294
DNK,MLT,222048.48147383897,333814.15854297444,626189.4433142608,292375.28477128624,936.6559743732214
DNK,NLD,222048.48147383909,334341.0133624993,626855.5648674865,292514.5515049869,409.8011548483628
DNK,POL,222048.48147383906,333977.6057644806,626629.5473314933,292651.9415670127,773.2087528670672
DNK,PRT,222048.48147383906,333849.73559754353,626231.9404126161,292382.2048150728,901.0789198041311
DNK,ROU,222048.48147383909,333720.756514878,626233.4805027005,292512.7239878224,1030.0580024696537
DNK,RUS,222048.48147383909,333601.6428826646,625944.6724666401,292343.0295839755,1149.1716346830945
DNK,SVK,222048.481473839,333823.8444971702,626427.8991088558,292604.0546116857,926.9700201774831
DNK,SVN,222048.48147383906,333561.8626824207,625960.9276229079,292399.06494048715,1188.9518349269638
DNK,SWE,222048.48147383909,333595.54661629995,625727.6676541513,292132.121037851,1155.267901047715
DNK,TUR,222048.4814738391,333697.5550030279,625929.4232572855,292231.86825425766,1053.2595143197686
DNK,TWN,222048.48147383906,334150.0708065896,626650.2278955212,292500.15708893136,600.7437107580481
DNK,USA,222048.481473839,334767.0670655755,627373.210462182,292606.1433966064,-16.252548227843363
ESP,AUS,1107608.7974121948,1235697.4223204218,2353657.126310864,1117959.7039904427,-183.67818040051498
ESP,AUT,1107608.7974121948,1235628.9611857948,2353320.007772814,1117691.0465870188,-115.2170457735192
ESP,BEL,1107608.7974121948,1235704.4826968412,2353326.4079473354,1117621.9252504935,-190.73855681996793
ESP,BGR,1107608.7974121948,1234847.2567681125,2354009.018161868,1119161.7613937547,666.4873719087336
ESP,BRA,1107608.7974121945,1234508.2941145464,2352573.0490731606,1118064.7549586135,1005.4500254748855
ESP,CAN,1107608.797412195,1234756.621328239,2352108.3044393263,1117351.6831110872,757.1228117821738
ESP,CHN,1107608.7974121945,1234650.0368733634,2353197.155107749,1118547.1182343846,863.707266657846
ESP,CYP,1107608.7974121948,1236153.4089806876,2353399.9148574886,1117246.5058768012,-639.6648406663444
ESP,CZE,1107608.797412194,1234154.7207672684,2354212.098301076,1120057.377533807,1359.0233727528248
ESP,DEU,1107608.7974121943,1234560.7265719261,2351804.2028075657,1117243.4762356395,953.0175680951215
ESP,DNK,1107608.7974121945,1236469.92485911,2353599.000974626,1117129.0761155162,-956.180719088763
ESP,EST,1107608.7974121948,1235091.6528625404,2354124.5541663333,1119032.9013037926,422.0912774808239
ESP,FIN,1107608.7974121945,1235937.3156960683,2353312.759836227,1117375.4441401586,-423.57155604707077
ESP,FRA,1107608.7974121943,1234875.1288552731,2352014.631746488,1117139.5028912157,638.6152847481426
ESP,GBR,1107608.7974121948,1235907.2975505367,2353356.9021051964,1117449.6045546588,-393.553410515422
ESP,GRC,1107608.7974121948,1234812.7124897705,2352366.6275728326,1117553.9150830621,701.0316502507776
ESP,HUN,1107608.7974121945,1233534.986312745,2352986.516158605,1119451.52984586,1978.757827276364
ESP,IDN,1107608.7974121948,1233271.7125749295,2353823.8569708704,1120552.1443959405,2242.0315650918055
ESP,IND,1107608.7974121943,1233991.233243483,2352978.259483296,1118987.0262398135,1522.5108965383843
ESP,IRL,1107608.7974121945,1235370.6795455846,2352924.775940266,1117554.0963946818,143.06459443666972
ESP,ITA,1107608.7974121943,1233887.6822812278,2351091.8706291267,1117204.1883478996,1626.0618587934878
ESP,JPN,1107608.797412195,1236597.793367898,2354042.468748164,1117444.6753802658,-1084.0492278768215
ESP,KOR,1107608.7974121945,1235376.582382877,2352066.1063630437,1116689.5239801672,137.1617571443785
ESP,LTU,1107608.7974121948,1232991.3040707281,2352926.57610479,1119935.2720340611,2522.4400692931376
ESP,LUX,1107608.7974121945,1235676.4730750713,2352562.6669866717,1116886.1939116004,-162.7289350500796
ESP,LVA,1107608.797412195,1235689.8714292205,2355105.266243879,1119415.394814659,-176.1272891992703
ESP,MEX,1107608.7974121943,1234152.8990632698,2354000.008692918,1119847.1096296476,1360.8450767514296
ESP,MLT,1107608.7974121943,1234006.8505734808,2354142.244737132,1120135.394163651,1506.8935665404424
ESP,NLD,1107608.7974121948,1235936.4524828147,2353916.31143695,1117979.858954136,-422.7083427933976
ESP,POL,1107608.7974121945,1234681.4051781553,2354459.0238973782,1119777.6187192227,832.3389618659858
ESP,PRT,1107608.7974121943,1233514.0231295873,2350615.680078695,1117101.656949107,1999.7210104339756
ESP,ROU,1107608.7974121948,1233904.4925268395,2354213.408854173,1120308.9163273335,1609.251613181783
ESP,RUS,1107608.7974121945,1233470.1768272023,2352504.4897830333,1119034.3129558302,2043.567312818952
ESP,SVK,1107608.7974121938,1233731.0255582451,2353957.9857493173,1120226.9601910715,1782.7185817761347
ESP,SVN,1107608.797412195,1234001.2233480655,2352521.918106352,1118520.6947582865,1512.5207919557579
ESP,SWE,1107608.7974121943,1235699.9928819695,2353443.5813005962,1117743.5884186265,-186.24874194827862
ESP,TUR,1107608.7974121945,1233063.885467108,2351242.1442303667,1118178.2587632595,2449.858672913164
ESP,TWN,1107608.797412195,1234275.149165135,2353706.7264408064,1119431.5772756701,1238.5949748861603
ESP,USA,1107608.797412195,1236487.6883910322,2354082.068330515,1117594.379939482,-973.9442510108929
EST,AUS,13289.511659786742,22703.964042863594,45605.22924633463,22901.265203471045,-12.976400082618056
EST,AUT,13289.511659786736,22698.28329006107,45601.44869244477,22903.165402383696,-7.295647280094272
EST,BEL,13289.51165978674,22703.023926008216,45601.514140288324,22898.49021428011,-12.036283227240347
EST,BGR,13289.511659786742,22677.761302999792,45568.32786999845,22890.566566998663,13.226339781183924
EST,BRA,13289.51165978674,22676.715631002353,45558.176088645465,22881.46045764311,14.272011778622982
EST,CAN,13289.511659786738,22684.90656869565,45564.17555511263,22879.26898641699,6.081074085326691
EST,CHN,13289.511659786736,22676.706340320805,45578.961647963464,22902.255307642667,14.281302460170991
EST,CYP,13289.511659786736,22701.81940330366,45604.72835695874,22902.908953655082,-10.831760522683908
EST,CZE,13289.511659786736,22666.349453042185,45585.91015572605,22919.56070268386,24.63818973879097
EST,DEU,13289.511659786736,22684.014402323006,45561.523282781,22877.508880457983,6.9732404579699505
EST,DNK,13289.511659786738,22713.631425901465,45609.015561189626,22895.384135288172,-22.64378312048939
EST,ESP,13289.511659786738,22692.56646466907,45603.07080995977,22910.504345290705,-1.5788218880952627
EST,FIN,13289.511659786742,22703.155176373784,45599.072467083286,22895.9172907095,-12.167533592808468
EST,FRA,13289.511659786742,22690.068979726995,45569.76266544465,22879.69368571765,0.9186630539807084
EST,GBR,13289.511659786738,22703.722594319548,45601.649336473674,22897.926742154126,-12.734951538572204
EST,GRC,13289.51165978674,22688.082233918165,45586.910620078015,22898.828386159836,2.905408862810873
EST,HUN,13289.51165978674,22640.322548190183,45515.09579332816,22874.773245137974,50.66509459079316
EST,IDN,13289.511659786738,22651.723046767565,45555.41448961437,22903.691442846797,39.26459601341048
EST,IND,13289.511659786738,22668.49302223511,45571.397482583285,22902.90446034817,22.494620545865473
EST,IRL,13289.511659786735,22691.733352693947,45579.98427013963,22888.250917445694,-0.7457099129715061
EST,ITA,13289.511659786738,22680.61588290546,45568.90603502089,22888.29015211543,10.371759875517455
EST,JPN,13289.511659786738,22724.304161702417,45619.06090270632,22894.756741003912,-33.31651892144146
EST,KOR,13289.511659786744,22700.01113864051,45588.74883369402,22888.737695053496,-9.023495859535615
EST,LTU,13289.51165978674,22632.666184742644,45506.928892889606,22874.26270814697,58.32145803833191
EST,LUX,13289.511659786742,22704.327438040615,45590.99055631291,22886.663118272292,-13.339795259638777
EST,LVA,13289.511659786738,22714.57481708815,45644.9593551158,22930.384538027658,-23.587174307172972
EST,MEX,13289.511659786738,22664.442595838056,45560.896858716056,22896.454262877996,26.545046942919726
EST,MLT,13289.51165978674,22666.126814401814,45566.0550758096,22899.928261407786,24.86082837916183
EST,NLD,13289.511659786735,22707.118382651097,45607.52409724673,22900.40571459564,-16.130739870121033
EST,POL,13289.511659786738,22682.71955831495,45594.03628952525,22911.316731210292,8.268084466024447
EST,PRT,13289.511659786744,22676.217855420386,45562.31551721579,22886.097661795407,14.769787360590271
EST,ROU,13289.511659786742,22658.926106770647,45559.606209526144,22900.680102755505,32.06153601032929
EST,RUS,13289.511659786736,22657.980366587875,45551.565082483525,22893.584715895668,33.00727619310055
EST,SVK,13289.51165978674,22663.368832562188,45570.22472818139,22906.855895619177,27.618810218787985
EST,SVN,13289.51165978674,22672.534737909624,45569.445433767745,22896.91069585812,18.452904871352075
EST,SWE,13289.51165978674,22700.389181021208,45596.802734262776,22896.413553241564,-9.401538240232185
EST,TUR,13289.511659786738,22655.136297101355,45541.79992791124,22886.6636308099,35.85134567962086
EST,TWN,13289.511659786735,22675.444242250414,45574.46365513569,22899.019412885278,15.543400530561485
EST,USA,13289.511659786742,22714.293012557013,45610.48344863488,22896.19043607787,-23.30536977603697
FIN,AUS,174500.09943864378,213025.93451273203,430866.32161173044,217840.38709899836,219.0602967859013
FIN,AUT,174500.0994386438,212999.7149823394,430920.8729152368,217921.1579328974,245.2798271785141
FIN,BEL,174500.0994386438,213100.8872429357,430861.4549418554,217760.56769891968,144.10756658221362
FIN,BGR,174500.0994386438,213018.12926134776,430939.9969801518,217921.86771880405,226.86554817017168
FIN,BRA,174500.09943864375,212915.92480864597,430621.3862512482,217705.46144260225,329.07000087195775
FIN,CAN,174500.09943864375,212948.39751489297,430602.07408524473,217653.6765703518,296.59729462495307
FIN,CHN,174500.0994386438,212996.18271343393,430784.0309287316,217787.8482152978,248.8120960840024
FIN,CYP,174500.0994386437,213174.1000569416,431017.89875552757,217843.7986985861,70.89475257633603
FIN,CZE,174500.09943864378,212802.70050294133,430752.9993930374,217950.2988900959,442.29430657660123
FIN,DEU,174500.09943864375,212649.253199626,430076.44486204814,217427.1916624222,595.7416098919348
FIN,DNK,174500.09943864378,213583.60654130796,431180.0697014745,217596.46316016646,-338.61173179003526
FIN,ESP,174500.09943864372,213030.31275051783,430897.9210265992,217867.60827608127,214.6820590001007
FIN,EST,174500.09943864372,213028.3237651779,430957.278358408,217928.95459323016,216.67104434003704
FIN,FRA,174500.09943864372,212801.4426390404,430317.26520027587,217515.82256123555,443.5521704775165
FIN,GBR,174500.09943864378,213161.91152674754,430832.91102482664,217670.99949807907,83.08328277038527
FIN,GRC,174500.09943864378,213043.5452453536,430894.5846840688,217851.03943871518,201.4495641643298
FIN,HUN,174500.0994386437,212789.91461746016,430622.07127934793,217832.1566618879,455.0801920577651
FIN,IDN,174500.0994386437,212801.5823953705,430649.62657955696,217848.04418418655,443.41241414743126
FIN,IND,174500.09943864375,212961.77447968922,430710.10850342875,217748.33402373956,283.22032982870587
FIN,IRL,174500.09943864378,212999.8711898405,430814.1057153222,217814.2345254817,245.12361967744073
FIN,ITA,174500.09943864375,212873.93745734578,430552.6214724386,217678.68401509305,371.0573521721526
FIN,JPN,174500.0994386437,213324.60914531388,431227.0485991218,217902.43945380792,-79.61433579595177
FIN,KOR,174500.09943864378,213111.82875122974,430798.1794307533,217686.35067952357,133.16605828818865
FIN,LTU,174500.09943864378,212779.34693763993,430688.2188883374,217908.87195069736,465.6478718779981
FIN,LUX,174500.09943864367,213112.7023709869,430787.24862550845,217674.5462545216,132.29243853103253
FIN,LVA,174500.09943864372,213169.6827020915,431108.99952916754,217939.31682707596,75.31210742643452
FIN,MEX,174500.09943864378,212903.6296805224,430779.6150887109,217875.9854081886,341.36512899553054
FIN,MLT,174500.0994386438,212876.60654473666,430700.4785661958,217823.8720214591,368.3882647812716
FIN,NLD,174500.0994386438,213239.07159776537,430983.39444643253,217744.32284866716,5.92321175255347
FIN,POL,174500.09943864387,212982.08849194186,430953.0892692904,217971.00077734858,262.9063175760675
FIN,PRT,174500.09943864375,212879.44053487468,430538.7032541203,217659.26271924563,365.5542746432475
FIN,ROU,174500.09943864375,212877.93823027404,430809.01019202714,217931.07196175324,367.0565792438865
FIN,RUS,174500.09943864375,212749.43029215717,430460.2286659948,217710.79837383758,495.5645173607627
FIN,SVK,174500.09943864375,212851.82270168577,430766.03623458365,217914.21353289793,393.17210783215705
FIN,SVN,174500.0994386437,212790.90784476115,430599.8697669704,217808.96192220922,454.08696475677425
FIN,SWE,174500.0994386438,213114.01601059522,430595.7697044465,217481.75369385126,130.9787989227043
FIN,TUR,174500.09943864372,212764.3153324181,430350.4333955417,217586.1180631236,480.679477099824
FIN,TWN,174500.09943864372,213022.84182666606,430901.26873482484,217878.42690815876,222.15298285186873
FIN,USA,174500.09943864375,213300.23486081668,431123.30958451505,217823.07472369843,-55.240051298751496
FRA,AUS,2053169.4673546196,2382078.7814534088,4375111.066313655,1993032.284860247,-1963.8311845269054
FRA,AUT,2053169.4673546192,2380951.0784067833,4372698.817771315,1991747.7393645316,-836.1281379014254
FRA,BEL,2053169.46735462,2382849.314824205,4371949.631994759,1989100.317170553,-2734.364555323031
FRA,BGR,2053169.467354619,2378447.4832702912,4370426.016383111,1991978.5331128184,1667.466998590622
FRA,BRA,2053169.4673546199,2378613.353861774,4369724.163730197,1991110.8098684233,1501.5964071080089
FRA,CAN,2053169.4673546192,2379123.6733690035,4369332.199258279,1990208.5258892763,991.2768998784013
FRA,CHN,2053169.4673546199,2378412.8883726387,4370479.539011145,1992066.6506385047,1702.0618962431327
FRA,CYP,2053169.4673546196,2381889.2316293507,4372605.938699189,1990716.7070698382,-1774.2813604688272
FRA,CZE,2053169.4673546199,2376999.180615382,4373013.165463821,1996013.9848484378,3115.7696535000578
FRA,DEU,2053169.4673546187,2377375.5272253235,4366302.930099709,1988927.402874386,2739.423043558374
FRA,DNK,2053169.4673546187,2384753.1690811324,4369246.103381024,1984492.9342998918,-4638.218812250532
FRA,ESP,2053169.4673546192,2380454.5101817027,4373514.348402979,1993059.838221277,-339.5599128208123
FRA,EST,2053169.4673546199,2379434.6244983985,4372288.673976437,1992854.0494780387,680.3257704833522
FRA,FIN,2053169.4673546199,2383339.8747124244,4368117.362561808,1984777.487849384,-3224.9244435424916
FRA,GBR,2053169.4673546194,2383042.403336024,4373145.312479294,1990102.9091432698,-2927.4530671420507
FRA,GRC,2053169.4673546196,2379949.3055133377,4372224.075865113,1992274.770351775,165.64475554414093
FRA,HUN,2053169.4673546196,2376108.699182325,4371631.263153904,1995522.5639715795,4006.2510865568183
FRA,IDN,2053169.4673546196,2376112.2879823255,4371971.0729235625,1995858.784941238,4002.662286556326
FRA,IND,2053169.4673546192,2377408.848104649,4370444.794706905,1993035.9466022565,2706.1021642326377
FRA,IRL,2053169.4673546196,2380063.635049161,4367869.589809985,1987805.954760826,51.31521972082555
FRA,ITA,2053169.467354619,2378905.263842419,4369928.878211699,1991023.6143692804,1209.6864264630713
